motif,C_eff,C_eff_err
2-0-0-0-0-2,0.071856,0.006325
2-0-0-0-0-2,0.077087,0.006449
3-0-0-0-0-1,0.050781,0.003339
3-0-0-0-0-1,0.038251,0.005236
3-0-0-0-0-1,0.035231,0.006317
3-0-0-0-0-1,0.043769,0.004638
3-0-0-0-0-1,0.053377,0.004379
3-0-0-0-0-1,0.058059,0.005421
3-0-0-0-0-1,0.055023,0.003602
3-0-0-0-0-1,0.040480,0.002713
3-0-0-0-0-1,0.033864,0.003444
3-0-0-0-0-1,0.033342,0.004821
3-0-0-0-0-1,0.032530,0.003245
3-0-0-0-0-1,0.045020,0.004376
3-0-0-0-0-1,0.052094,0.002884
3-0-0-0-0-1,0.042553,0.003195
3-0-0-0-0-1,0.036563,0.002553
3-0-0-0-0-1,0.042389,0.002613
0-1-0-0-0-3,0.026318,0.001769
0-1-0-0-0-3,0.023182,0.001512
0-1-0-0-0-3,0.022160,0.001550
0-1-0-0-0-3,0.021925,0.001309
0-1-0-0-0-3,0.025037,0.001568
0-1-0-0-0-3,0.024996,0.001377
0-1-0-0-0-3,0.020308,0.001022
0-1-0-0-0-3,0.022094,0.001650
0-1-0-0-0-3,0.022433,0.001588
0-1-0-0-0-3,0.026755,0.001718
0-1-0-0-0-3,0.023585,0.001368
0-1-0-0-0-3,0.024824,0.001897
0-1-0-0-0-3,0.021169,0.001311
0-1-0-0-0-3,0.021228,0.001368
0-1-0-0-0-3,0.020491,0.001390
0-1-0-0-0-3,0.026986,0.001743
1-1-0-0-0-2,0.044162,0.002885
1-1-0-0-0-2,0.041496,0.002298
1-1-0-0-0-2,0.066417,0.005299
1-1-0-0-0-2,0.069095,0.008071
1-1-0-0-0-2,0.059661,0.002960
1-1-0-0-0-2,0.036342,0.001800
1-1-0-0-0-2,0.044444,0.002494
1-1-0-0-0-2,0.043242,0.002649
1-1-0-0-0-2,0.051637,0.005942
1-1-0-0-0-2,0.066810,0.006131
1-1-0-0-0-2,0.064926,0.006385
1-1-0-0-0-2,0.057849,0.004351
1-1-0-0-0-2,0.048962,0.003379
1-1-0-0-0-2,0.037819,0.002223
1-1-0-0-0-2,0.073543,0.007968
1-1-0-0-0-2,0.069569,0.004445
2-1-0-0-0-1,0.066059,0.003927
2-1-0-0-0-1,0.066846,0.006633
2-1-0-0-0-1,0.066458,0.009446
2-1-0-0-0-1,0.061599,0.003500
2-1-0-0-0-1,0.055626,0.003038
2-1-0-0-0-1,0.077375,0.010316
2-1-0-0-0-1,0.072152,0.006072
2-1-0-0-0-1,0.053941,0.002786
2-1-0-0-0-1,0.070011,0.011820
2-1-0-0-0-1,0.073206,0.010846
2-1-0-0-0-1,0.057534,0.004865
2-1-0-0-0-1,0.087041,0.006264
2-1-0-0-0-1,0.067618,0.003793
2-1-0-0-0-1,0.076183,0.008171
2-1-0-0-0-1,0.073861,0.004714
2-1-0-0-0-1,0.058193,0.003893
0-2-0-0-0-2,0.025065,0.001273
0-2-0-0-0-2,0.020307,0.001083
0-2-0-0-0-2,0.024975,0.001845
0-2-0-0-0-2,0.026991,0.001709
0-2-0-0-0-2,0.026325,0.001874
0-2-0-0-0-2,0.022924,0.001116
0-2-0-0-0-2,0.023419,0.001189
0-2-0-0-0-2,0.023333,0.001442
0-2-0-0-0-2,0.024385,0.001405
0-2-0-0-0-2,0.027953,0.001905
0-2-0-0-0-2,0.025897,0.002020
0-2-0-0-0-2,0.026209,0.001717
0-2-0-0-0-2,0.023649,0.001519
0-2-0-0-0-2,0.023285,0.001362
0-2-0-0-0-2,0.026356,0.001936
0-2-0-0-0-2,0.024951,0.001525
1-2-0-0-0-1,0.038920,0.002584
1-2-0-0-0-1,0.058288,0.005179
1-2-0-0-0-1,0.060790,0.004724
1-2-0-0-0-1,0.061309,0.004448
1-2-0-0-0-1,0.049657,0.002385
1-2-0-0-0-1,0.045416,0.004390
1-2-0-0-0-1,0.043951,0.003276
1-2-0-0-0-1,0.038207,0.001866
1-2-0-0-0-1,0.060541,0.005828
1-2-0-0-0-1,0.062661,0.005772
1-2-0-0-0-1,0.057851,0.003159
1-2-0-0-0-1,0.049337,0.003311
1-2-0-0-0-1,0.044603,0.002771
1-2-0-0-0-1,0.056347,0.006522
1-2-0-0-0-1,0.062665,0.003551
1-2-0-0-0-1,0.036715,0.002125
0-3-0-0-0-1,0.020528,0.001685
0-3-0-0-0-1,0.021554,0.001310
0-3-0-0-0-1,0.025524,0.001741
0-3-0-0-0-1,0.025857,0.001789
0-3-0-0-0-1,0.024699,0.001558
0-3-0-0-0-1,0.023792,0.001489
0-3-0-0-0-1,0.021504,0.001234
0-3-0-0-0-1,0.018960,0.000911
0-3-0-0-0-1,0.024325,0.001499
0-3-0-0-0-1,0.025167,0.001654
0-3-0-0-0-1,0.023097,0.001389
0-3-0-0-0-1,0.023321,0.001306
0-3-0-0-0-1,0.021855,0.001364
0-3-0-0-0-1,0.024274,0.001409
0-3-0-0-0-1,0.021317,0.001121
0-3-0-0-0-1,0.019854,0.001201
0-0-1-0-0-3,0.049751,0.002714
0-0-1-0-0-3,0.035086,0.002370
0-0-1-0-0-3,0.040582,0.002758
0-0-1-0-0-3,0.040344,0.002724
0-0-1-0-0-3,0.039402,0.003412
0-0-1-0-0-3,0.046227,0.003741
0-0-1-0-0-3,0.039927,0.005573
0-0-1-0-0-3,0.040060,0.003348
0-0-1-0-0-3,0.033713,0.002104
0-0-1-0-0-3,0.049844,0.004597
0-0-1-0-0-3,0.048623,0.004209
0-0-1-0-0-3,0.056552,0.003916
0-0-1-0-0-3,0.044850,0.003794
0-0-1-0-0-3,0.035560,0.004108
0-0-1-0-0-3,0.032293,0.004025
0-0-1-0-0-3,0.055330,0.003304
1-0-1-0-0-2,0.068096,0.008060
1-0-1-0-0-2,0.077234,0.007330
1-0-1-0-0-2,0.066837,0.004388
1-0-1-0-0-2,0.046247,0.002521
1-0-1-0-0-2,0.065159,0.004025
1-0-1-0-0-2,0.071736,0.008367
1-0-1-0-0-2,0.073336,0.005131
1-0-1-0-0-2,0.061502,0.004558
1-0-1-0-0-2,0.055834,0.005944
1-0-1-0-0-2,0.066232,0.009412
1-0-1-0-0-2,0.086494,0.008051
1-0-1-0-0-2,0.064513,0.003587
1-0-1-0-0-2,0.073294,0.011022
1-0-1-0-0-2,0.067898,0.006221
1-0-1-0-0-2,0.078855,0.007333
1-0-1-0-0-2,0.072380,0.005615
2-0-1-0-0-1,0.061688,0.006793
2-0-1-0-0-1,0.056580,0.002967
2-0-1-0-0-1,0.032795,0.001673
2-0-1-0-0-1,0.035655,0.001983
2-0-1-0-0-1,0.050022,0.003456
2-0-1-0-0-1,0.062521,0.006252
2-0-1-0-0-1,0.060430,0.003290
2-0-1-0-0-1,0.045521,0.002618
2-0-1-0-0-1,0.037261,0.003493
2-0-1-0-0-1,0.045186,0.003458
2-0-1-0-0-1,0.035336,0.002192
2-0-1-0-0-1,0.057312,0.005168
2-0-1-0-0-1,0.057735,0.003233
2-0-1-0-0-1,0.044371,0.002935
2-0-1-0-0-1,0.043884,0.002933
2-0-1-0-0-1,0.048675,0.002666
0-1-1-0-0-2,0.047999,0.003832
0-1-1-0-0-2,0.042302,0.002560
0-1-1-0-0-2,0.042703,0.002505
0-1-1-0-0-2,0.038831,0.002494
0-1-1-0-0-2,0.055413,0.005713
0-1-1-0-0-2,0.055713,0.003173
0-1-1-0-0-2,0.043109,0.002641
0-1-1-0-0-2,0.033964,0.002337
0-1-1-0-0-2,0.050646,0.005250
0-1-1-0-0-2,0.061734,0.005761
0-1-1-0-0-2,0.061643,0.003856
0-1-1-0-0-2,0.053970,0.003266
0-1-1-0-0-2,0.037661,0.003357
0-1-1-0-0-2,0.037220,0.002376
0-1-1-0-0-2,0.056687,0.004090
0-1-1-0-0-2,0.055411,0.003807
1-1-1-0-0-1,0.079885,0.006666
1-1-1-0-0-1,0.070340,0.003902
1-1-1-0-0-1,0.060624,0.003222
1-1-1-0-0-1,0.079044,0.008966
1-1-1-0-0-1,0.073200,0.004217
1-1-1-0-0-1,0.087130,0.011754
1-1-1-0-0-1,0.085931,0.006109
1-1-1-0-0-1,0.063433,0.003433
1-1-1-0-0-1,0.087868,0.012348
1-1-1-0-0-1,0.080183,0.006918
1-1-1-0-0-1,0.066805,0.003683
1-1-1-0-0-1,0.079461,0.011503
1-1-1-0-0-1,0.077581,0.004778
1-1-1-0-0-1,0.083234,0.008654
1-1-1-0-0-1,0.071121,0.003941
1-1-1-0-0-1,0.061955,0.003771
0-2-1-0-0-1,0.042280,0.002449
0-2-1-0-0-1,0.038947,0.002273
0-2-1-0-0-1,0.040001,0.002324
0-2-1-0-0-1,0.062801,0.007510
0-2-1-0-0-1,0.061119,0.006002
0-2-1-0-0-1,0.057063,0.004211
0-2-1-0-0-1,0.050082,0.003813
0-2-1-0-0-1,0.035721,0.001689
0-2-1-0-0-1,0.064025,0.007207
0-2-1-0-0-1,0.067430,0.004105
0-2-1-0-0-1,0.059262,0.004113
0-2-1-0-0-1,0.044180,0.003148
0-2-1-0-0-1,0.043195,0.002438
0-2-1-0-0-1,0.054491,0.005137
0-2-1-0-0-1,0.052015,0.002704
0-2-1-0-0-1,0.040840,0.002018
0-0-2-0-0-2,0.064725,0.006564
0-0-2-0-0-2,0.077688,0.008723
0-0-2-0-0-2,0.071174,0.006235
0-0-2-0-0-2,0.058161,0.003577
0-0-2-0-0-2,0.064478,0.009262
0-0-2-0-0-2,0.063133,0.006706
0-0-2-0-0-2,0.065813,0.005437
0-0-2-0-0-2,0.062152,0.005220
0-0-2-0-0-2,0.066593,0.007172
0-0-2-0-0-2,0.075673,0.008467
0-0-2-0-0-2,0.081310,0.007242
0-0-2-0-0-2,0.071295,0.004601
0-0-2-0-0-2,0.054210,0.007149
0-0-2-0-0-2,0.063931,0.006304
0-0-2-0-0-2,0.063493,0.004498
0-0-2-0-0-2,0.067257,0.005688
1-0-2-0-0-1,0.061463,0.007602
1-0-2-0-0-1,0.056713,0.004736
1-0-2-0-0-1,0.061523,0.003409
1-0-2-0-0-1,0.041739,0.003344
1-0-2-0-0-1,0.036703,0.001956
1-0-2-0-0-1,0.057016,0.005331
1-0-2-0-0-1,0.064006,0.003693
1-0-2-0-0-1,0.052191,0.002713
1-0-2-0-0-1,0.041858,0.003249
1-0-2-0-0-1,0.046047,0.003180
1-0-2-0-0-1,0.041330,0.002313
1-0-2-0-0-1,0.050840,0.006472
1-0-2-0-0-1,0.056032,0.003611
1-0-2-0-0-1,0.033972,0.001966
1-0-2-0-0-1,0.036923,0.002287
1-0-2-0-0-1,0.039899,0.002212
0-1-2-0-0-1,0.078068,0.008027
0-1-2-0-0-1,0.069486,0.005280
0-1-2-0-0-1,0.055596,0.003312
0-1-2-0-0-1,0.062868,0.008798
0-1-2-0-0-1,0.071929,0.010203
0-1-2-0-0-1,0.059578,0.006267
0-1-2-0-0-1,0.066875,0.004886
0-1-2-0-0-1,0.060624,0.003988
0-1-2-0-0-1,0.064788,0.007930
0-1-2-0-0-1,0.084115,0.008033
0-1-2-0-0-1,0.062586,0.004104
0-1-2-0-0-1,0.073009,0.008845
0-1-2-0-0-1,0.071524,0.005571
0-1-2-0-0-1,0.062756,0.008779
0-1-2-0-0-1,0.062630,0.003841
0-1-2-0-0-1,0.051955,0.003097
0-1-0-1-0-2,0.026976,0.001664
0-1-0-1-0-2,0.023791,0.001385
0-1-0-1-0-2,0.023962,0.001536
0-1-0-1-0-2,0.028143,0.001765
0-1-0-1-0-2,0.027907,0.001990
0-1-0-1-0-2,0.025762,0.001327
0-1-0-1-0-2,0.024815,0.001286
0-1-0-1-0-2,0.023328,0.001995
0-1-0-1-0-2,0.023741,0.001451
0-1-0-1-0-2,0.024556,0.001516
0-1-0-1-0-2,0.029208,0.001655
0-1-0-1-0-2,0.025607,0.001584
0-1-0-1-0-2,0.024994,0.001498
0-1-0-1-0-2,0.024283,0.001343
0-1-0-1-0-2,0.025110,0.001819
0-1-0-1-0-2,0.028549,0.001773
1-1-0-1-0-1,0.048353,0.003266
1-1-0-1-0-1,0.041273,0.002282
1-1-0-1-0-1,0.063783,0.004823
1-1-0-1-0-1,0.066400,0.004243
1-1-0-1-0-1,0.057151,0.004061
1-1-0-1-0-1,0.042376,0.003003
1-1-0-1-0-1,0.043604,0.002610
1-1-0-1-0-1,0.042185,0.002623
1-1-0-1-0-1,0.054513,0.007963
1-1-0-1-0-1,0.065403,0.005597
1-1-0-1-0-1,0.066126,0.005551
1-1-0-1-0-1,0.043107,0.002828
1-1-0-1-0-1,0.041986,0.003267
1-1-0-1-0-1,0.059768,0.007293
1-1-0-1-0-1,0.068579,0.006062
1-1-0-1-0-1,0.065722,0.003374
1-0-1-1-0-1,0.070185,0.008764
1-0-1-1-0-1,0.091815,0.010156
1-0-1-1-0-1,0.077282,0.005320
1-0-1-1-0-1,0.074356,0.008969
1-0-1-1-0-1,0.075623,0.004737
1-0-1-1-0-1,0.072901,0.008316
1-0-1-1-0-1,0.081668,0.005273
1-0-1-1-0-1,0.063783,0.004215
1-0-1-1-0-1,0.077671,0.009522
1-0-1-1-0-1,0.076579,0.009355
1-0-1-1-0-1,0.066223,0.005115
1-0-1-1-0-1,0.079881,0.010347
1-0-1-1-0-1,0.071017,0.004152
1-0-1-1-0-1,0.075762,0.008477
1-0-1-1-0-1,0.074093,0.006132
1-0-1-1-0-1,0.073170,0.004506
